video_id,channel_id,channel_title,title,published_at,view_count,like_count,comment_count,favorite_count
b0yw06rMBAY,UCoIiiHof6BJ85PLuLkuxuhw,Windah Basudara,KISAH MENGERIKAN SEORANG AYAH YANG KECANDUAN.... Berhenti,2025-06-26T16:42:23Z,1092861,54521,4622,0
